id,name,englishName,level,implementation,declaredTarget,status,expectedSemantics,expectedCapabilities,semanticGaps,unprovenCapabilities,runtimeSpecializations,runtimeReferences,directTests
"power-word-stun","律令震慑","Power Word Stun","8","core-transaction","full","verified-full","saving-throw | condition | turn-trigger","","","","saving-throw | condition | turn-trigger","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/combatSimulation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/combatPresentation.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"prayer-of-healing","治疗祷言","Prayer of Healing","2","core-transaction","full","verified-full","healing | slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/spellbook.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/prayerOfHealingHeadless.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
"prestidigitation","魔法伎俩","Prestidigitation","0","audited-activity","partial","partial","area | turn-trigger","mode-choice | minor-world-effect | open-ended-content","原文要求 area，Activity 及专用运行时均无完整证据 | 原文要求 turn-trigger，Activity 及专用运行时均无完整证据","mode-choice","","",""
"prismatic-spray","虹光喷射","Prismatic Spray","7","audited-activity","partial","partial","saving-throw | half-on-save | damage | area | condition | turn-trigger | movement","saving-throw | random-table | dm-planar-destination","原文要求 half-on-save，Activity 及专用运行时均无完整证据 | 原文要求 condition，Activity 及专用运行时均无完整证据 | 原文要求 turn-trigger，Activity 及专用运行时均无完整证据 | 原文要求 movement，Activity 及专用运行时均无完整证据","random-table","","",""
"prismatic-wall","虹光法墙","Prismatic Wall","9","audited-activity","partial","partial","saving-throw | half-on-save | damage | area | condition | turn-trigger | movement","persistent-area | layered-effects | dm-planar-destination","原文要求 half-on-save，Activity 及专用运行时均无完整证据 | 原文要求 condition，Activity 及专用运行时均无完整证据 | 原文要求 turn-trigger，Activity 及专用运行时均无完整证据 | 原文要求 movement，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellVisibility.ts",""
"private-sanctum","私人密室","Private Sanctum","4","audited-activity","partial","partial","area | movement | slot-scaling","persistent-area | sensor-blocking | teleport-blocking | slot-scaling-gap","","","","","src/lib/mapGeometry.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"produce-flame","燃火术","Produce Flame","0","core-transaction","full","verified-full","spell-attack | damage","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellbook.ts | src/rulesets/dnd5e/sustainedSpellControls.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts | src/rulesets/dnd5e/sustainedSpellControls.test.ts"
"programmed-illusion","预置幻影","Programmed Illusion","6","audited-activity","partial","partial","saving-throw | area","illusory-content | open-text-trigger | dm-interpretation","原文要求 area，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellMaterials.ts",""
"project-image","投影术","Project Image","7","audited-activity","full","verified-full","saving-throw | concentration | condition | movement","sensor-vision | entity-movement","","","","src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"protection-from-energy","防护能量伤害","Protection from Energy","3","core-transaction","full","verified-full","concentration","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/protectionFromEnergySpell.test.ts"
"protection-from-evil-and-good","防护善恶","Protection from Evil and Good","1","audited-activity","full","verified-full","concentration | condition","typed-target | roll-mode-modifier | condition-immunity","","","","src/rulesets/dnd5e/activeEffects.ts | src/rulesets/dnd5e/spellMaterials.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts | src/rulesets/dnd5e/spellMaterials.test.ts"
"protection-from-poison","防护毒素","Protection from Poison","2","core-transaction","full","verified-full","saving-throw | condition","","","","saving-throw","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterSupportCandidateGenerators.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffectsHeadless.test.ts | src/rulesets/dnd5e/endTurnAction.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts"
"purify-food-and-drink","净化食粮","Purify Food and Drink","1","audited-activity","full","verified-full","area","world-object | effect-removal | inventory-effect","","","","","src/lib/dnd5eActionIcons.test.ts"
"raise-dead","死者复活","Raise Dead","5","audited-activity","full","verified-full","","death-handoff | condition-restoration | long-term-penalty","","","","src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/spellMaterials.test.ts"
"ray-of-enfeeblement","衰弱射线","Ray of Enfeeblement","2","audited-activity","full","verified-full","saving-throw | spell-attack | concentration | turn-trigger","spell-attack | damage-multiplier | save-ends","","","","src/rulesets/dnd5e/headlessCombatEngine.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"ray-of-frost","冷冻射线","Ray of Frost","0","core-transaction","full","verified-full","spell-attack | damage | turn-trigger | movement","","","","turn-trigger | movement","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterContentAutoParser.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedResourceValidation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterStatBlockPaste.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"regenerate","再生术","Regenerate","7","audited-activity","full","verified-full","healing | turn-trigger","healing | periodic-healing | body-restoration","","","","","src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"reincarnate","转生术","Reincarnate","5","audited-activity","partial","partial","","death-handoff | random-table | dm-form-choice","","death-handoff | random-table","","",""
"remove-curse","移除诅咒","Remove Curse","3","audited-activity","full","verified-full","","effect-removal | item-link | duration","","","","","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityHeadlessAuthorityBridge.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"resilient-sphere","弹力法球","Resilient Sphere","4","audited-activity","full","verified-full","saving-throw | concentration","saving-throw | persistent-area | movement-blocking","","","","","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"resistance","抗力术","Resistance","0","core-transaction","full","verified-full","concentration","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/declarativeSubclassAbility.ts | src/rulesets/dnd5e/dnd5e2014Adapter.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterSchema.ts","src/application/combat/spells/SpellTargetingCoordinator.test.ts | src/lib/combatPresentation.test.ts | src/pages/maps/combatStartTokenMarks.test.ts | src/pages/maps/spellAoeHighlight.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/character.test.ts | src/rulesets/dnd5e/combatPersistentSpellBatch.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/contentPackageV2.test.ts | src/rulesets/dnd5e/coreRaceMechanics.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/damageDefenses.test.ts | src/rulesets/dnd5e/damageMitigationInterrupt.test.ts | src/rulesets/dnd5e/declarativeSubclassAbility.test.ts | src/rulesets/dnd5e/dnd5e2014Adapter.test.ts | src/rulesets/dnd5e/genericCombatPrimitives.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterBasiliskGazeHeadless.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterConditionalOnHitBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsterHitPointMaximumReduction.test.ts | src/rulesets/dnd5e/monsterLegendaryResistanceTraits.test.ts | src/rulesets/dnd5e/monsterPersistentAreas.test.ts | src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterStatBlockPaste.test.ts | src/rulesets/dnd5e/optionalBonusDieSpells.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts | src/rulesets/dnd5e/protectionFromEnergySpell.test.ts | src/rulesets/dnd5e/racialAutomation.test.ts | src/rulesets/dnd5e/sourceTurnPeriodicDamage.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/srdMonsterGenerator.test.ts"
"resurrection","复生术","Resurrection","7","audited-activity","full","verified-full","","death-handoff | condition-restoration | long-term-penalty","","","","","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"reverse-gravity","反重力","Reverse Gravity","7","audited-activity","full","verified-full","saving-throw | concentration | area","persistent-area | vertical-movement | falling-state","","","","","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"revivify","回生术","Revivify","3","audited-activity","full","verified-full","","death-handoff | resurrection-timer | healing","","","","","src/rulesets/dnd5e/adjudicatedSpellAction.test.ts | src/rulesets/dnd5e/spellMaterials.test.ts"
"rope-trick","魔绳术","Rope Trick","2","audited-activity","partial","partial","area | condition","cross-scene | persistent-area | semantic-entry","原文要求 condition，Activity 及专用运行时均无完整证据","","","","src/lib/dnd5eActionIcons.test.ts"
"sacred-flame","圣火术","Sacred Flame","0","core-transaction","full","verified-full","saving-throw | damage","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/pluginSpellTransaction.ts | src/rulesets/dnd5e/spellAction.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/featHeadlessPrimitives.test.ts | src/rulesets/dnd5e/genericCombatPrimitives.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/postD20Adjustment.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellPresentationCoverage.test.ts"
"sanctuary","庇护术","Sanctuary","1","core-transaction","full","verified-full","saving-throw","","","","saving-throw","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterSupportCandidateGenerators.ts | src/rulesets/dnd5e/spellAction.ts","src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"scorching-ray","灼热射线","Scorching Ray","2","core-transaction","full","verified-full","spell-attack | damage | slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/magicItems.ts","src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/plugins/pluginItemHeadlessProtocol.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellDamageMaxDieBonus.test.ts"
"scrying","探知","Scrying","5","audited-activity","partial","partial","saving-throw | concentration","saving-throw | sensor-vision | cross-scene","原文要求 concentration，Activity 及专用运行时均无完整证据","","","",""
"secret-chest","秘藏箱","Secret Chest","4","audited-activity","full","verified-full","area","item-link | planar-state | inventory-effect","","","area | item-link | planar-state | inventory-effect","src/rulesets/dnd5e/activities/dnd5eActivityContracts.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityHeadlessAuthorityBridge.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/campaignTimeRules.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellAuthorityState.ts | src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/activities/dnd5eLongLivedSpellActivities.test.ts | src/rulesets/dnd5e/campaignTimeRules.test.ts"
"see-invisibility","识破隐形","See Invisibility","2","core-transaction","full","verified-full","condition","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/spellbook.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
"seeming","伪装术","Seeming","5","audited-activity","partial","partial","saving-throw","saving-throw | illusory-content | dm-interpretation","","","","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/spellCatalog.test.ts"
"sending","短讯术","Sending","3","audited-activity","partial","partial","","communication | cross-scene | npc-response","","communication","","",""
"sequester","隔离术","Sequester","7","audited-activity","partial","partial","","invisibility | open-text-trigger | long-term-state","","long-term-state","","",""
"shapechange","形体变化","Shapechange","9","audited-activity","partial","partial","healing | concentration","stat-transform | form-catalog | dm-equipment-fit","原文要求 concentration，Activity 及专用运行时均无完整证据","","","","src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/tokenStatusMarkers.test.ts"
"shatter","粉碎音波","Shatter","2","core-transaction","full","verified-full","saving-throw | half-on-save | damage | area | slot-scaling","","","","","","src/components/map/CombatActionBanner.test.ts | src/components/map/flamingSphereHandoff.test.ts | src/lib/combatKillStreak.test.ts | src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/lib/sharedServerHttp.test.ts | src/pages/maps/DmAdjudicationPanel.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/adjudicatedSpellAction.test.ts | src/rulesets/dnd5e/genericCombatPrimitives.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
"shield","护盾术","Shield","1","core-transaction","full","verified-full","turn-trigger","","","","turn-trigger","src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/activities/dnd5eEffectContracts.ts | src/rulesets/dnd5e/character.ts | src/rulesets/dnd5e/characterCapabilities.ts | src/rulesets/dnd5e/classes.ts | src/rulesets/dnd5e/customRulesPlugin.ts | src/rulesets/dnd5e/equipment.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/inventoryReactionSpells.ts | src/rulesets/dnd5e/items.ts | src/rulesets/dnd5e/magicItemRulesZh.reviewed.generated.ts | src/rulesets/dnd5e/magicItems.ts | src/rulesets/dnd5e/monsters.ts | src/rulesets/dnd5e/monsterSchema.ts | src/rulesets/dnd5e/pluginApi.ts | src/rulesets/dnd5e/plugins/pluginContentCatalog.ts | src/rulesets/dnd5e/plugins/pluginItemDefinition.ts | src/rulesets/dnd5e/plugins/pluginMechanicsContracts.ts","src/lib/combatInterruptDmSettlement.test.ts | src/lib/combatInterruptPrompts.test.ts | src/lib/combatInterruptProtocol.test.ts | src/lib/combatInterruptSettlementRuntime.test.ts | src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/monsterManualSpell.test.ts | src/lib/sharedResourceValidation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/commitDnd5eCombatResult.test.ts | src/pages/maps/ReactionInterruptPanels.test.ts | src/rulesets/dnd5e/character.test.ts | src/rulesets/dnd5e/combatScenarioRegression.test.ts | src/rulesets/dnd5e/eldritchKnight.test.ts | src/rulesets/dnd5e/equipment.test.ts | src/rulesets/dnd5e/featHeadlessPrimitives.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/inventoryReactionSpells.test.ts | src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterContentAutoParser.test.ts | src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/plugins/pluginItemHeadlessProtocol.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts | src/rulesets/dnd5e/postSpellRandomTable.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellDescriptionsZh.test.ts"
"shield-of-faith","虔诚护盾","Shield of Faith","1","core-transaction","full","verified-full","concentration","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts","src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellCatalog.test.ts"
"shillelagh","橡棍术","Shillelagh","0","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/equipment.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellAction.ts","src/lib/vfxSequence.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/equipment.test.ts | src/rulesets/dnd5e/equipmentAttackAction.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
"shocking-grasp","电爪","Shocking Grasp","0","core-transaction","full","verified-full","spell-attack | damage | turn-trigger","","","","turn-trigger","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellAction.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"silence","沉默术","Silence","2","core-transaction","full","verified-full","concentration | area","","","","","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellComponents.ts","src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/persistentAreaGeometry.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"silent-image","无声幻影","Silent Image","1","audited-activity","partial","partial","saving-throw | concentration | area","illusory-content | entity-movement | dm-interpretation","原文要求 concentration，Activity 及专用运行时均无完整证据 | 原文要求 area，Activity 及专用运行时均无完整证据","entity-movement","","","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts"
"simulacrum","拟像术","Simulacrum","7","audited-activity","full","verified-full","healing","body-snapshot | summon-companion | resource-restriction","","","body-snapshot | resource-restriction","src/rulesets/dnd5e/activities/dnd5eActivityContracts.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts","src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.test.ts"
"sleep","睡眠术","Sleep","1","core-transaction","full","verified-full","condition | slot-scaling","","","","condition","src/rulesets/dnd5e/headlessCombatEngine.ts","src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/character.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/playerBasicAction.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"sleet-storm","雪雨暴","Sleet Storm","3","core-transaction","full","verified-full","saving-throw | concentration | area | condition","","","","saving-throw | condition","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts"
"slow","缓慢术","Slow","3","core-transaction","full","verified-full","saving-throw | concentration | area | turn-trigger","","","","area | turn-trigger","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/travel.ts","src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterStructuredSpecialActionBatch.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/pluginApi.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts | src/rulesets/dnd5e/travel.test.ts"
"spare-the-dying","维生术","Spare the Dying","0","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellAction.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"speak-with-animals","动物交谈术","Speak with Animals","1","none","manual","manual","","communication | npc-response","","","","","src/lib/dnd5eActionIcons.test.ts"
"speak-with-dead","死者交谈","Speak with Dead","3","none","manual","manual","","communication | npc-response","","","","","src/lib/dnd5eActionIcons.test.ts"
"speak-with-plants","植物交谈","Speak with Plants","3","audited-activity","partial","partial","condition","communication | terrain-state | dm-response","原文要求 condition，Activity 及专用运行时均无完整证据","communication","","","src/lib/dnd5eActionIcons.test.ts"
"spider-climb","蛛行术","Spider Climb","2","audited-activity","full","verified-full","concentration | movement","movement-mode | duration | concentration","","","","","src/lib/dnd5eActionIcons.test.ts"
"spike-growth","荆棘丛生","Spike Growth","2","core-transaction","full","verified-full","saving-throw | damage | concentration | area","","","","saving-throw | damage","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts | src/rulesets/dnd5e/verticalCombatGeometry.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
"spirit-guardians","灵体卫士","Spirit Guardians","3","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | turn-trigger | slot-scaling","","","","saving-throw | half-on-save | damage | slot-scaling","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterCoreSpellAction.ts | src/rulesets/dnd5e/persistentAreaGeometry.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellAction.ts | src/rulesets/dnd5e/spellVisibility.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/mapDifficultTerrain.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/playerMoveAction.test.ts | src/rulesets/dnd5e/pluginAreas.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
